Date,Average Wind Speed,Precipitation,Max. Temperature,Min. Temperature,Wind speed Fastest 2 min,Fastest 5 second wind speed,Fog/Ice fog,Heavy freezing fog,Thunder,Glaze,Smoke/Haze,Blowing/Drifting Snow,Power Outage
11/4/16,4.03,0,61,44,13,18.1,1,,,,,,
11/5/16,0.67,0,64,38,6,6.9,,,,,,,
11/6/16,1.57,0,67,40,8.9,12.1,1,,,,,,
11/7/16,2.24,0,69,41,8.9,12.1,1,,,,,,
11/8/16,5.14,0.11,59,46,23,29.1,1,,,,,,
11/9/16,8.28,0,56,40,17,23.9,,,,,,,
11/10/16,5.82,0,60,35,15,21.9,1,,,,,,
11/11/16,9.17,0,59,38,19.9,23,,,,,,,
11/12/16,2.01,0,53,29,8.9,12.1,,,,,,,
11/13/16,2.46,0,58,28,10.1,13,1,,,,1,,
11/14/16,2.68,0,60,29,12.1,16.1,,,,,,,
11/15/16,3.8,0,63,36,10.1,14.1,,,,,,,
11/16/16,1.57,0,64,37,8.1,12.1,1,1,,,1,,
11/17/16,5.59,0,75,39,13,19,1,,,,,,
11/18/16,9.84,0.86,74,44,29.1,42.9,1,,1,,,,
11/19/16,18.12,0.01,44,31,31.1,40,,,,,,,
11/20/16,9.62,0,38,26,16.1,19.9,,,,,,,
11/21/16,5.14,0,42,27,10.1,12.1,,,,,,,
11/22/16,4.92,0,45,27,12.1,14.1,,,,,,,
11/23/16,6.71,0.58,49,39,13,18.1,1,,,,,,
11/24/16,7.61,0,49,38,15,21,1,,,,,,
11/25/16,6.71,0,41,38,15,19.9,,,,,1,,
11/26/16,5.59,0,47,34,16.1,19.9,,,,,,,
11/27/16,6.26,0,50,29,15,19.9,1,,,,,,
11/28/16,10.74,1.07,54,43,25.1,35.1,1,,,,,,
11/29/16,8.28,0,62,49,18.1,25.9,,,,,,,
11/30/16,8.28,0,56,37,19.9,28,1,,,,,,
12/1/16,9.62,0.01,40,36,21,31.1,1,,,,,,
12/2/16,7.38,0,40,36,13,18.1,,,,,,,
12/3/16,5.37,0,39,32,14.1,17,,,,,,,
12/4/16,7.16,0.24,41,32,19.9,27.1,1,,,,,,
12/5/16,6.49,0,44,34,17,21.9,,,,,,,
12/6/16,9.84,0.06,43,33,23.9,32,1,,,,1,,
12/7/16,7.61,0,39,26,15,19.9,,,,,,,
12/8/16,14.09,0,29,21,23,29.1,,,,,,,
12/9/16,7.83,0,28,21,13,,,,,,,,
12/10/16,5.14,0,29,22,8.9,14.1,,,,,,,
12/11/16,8.5,0.13,38,27,14.1,19.9,1,,,,1,,
12/12/16,7.83,0,39,23,18.1,23,1,,,,,,
12/13/16,5.59,0.17,32,12,14.1,19,1,1,,,1,,
12/14/16,7.61,0,20,4,21.9,32,,,,,,,
12/15/16,8.28,0,14,4,19.9,25.1,,,,,,,
12/16/16,8.5,0.02,29,13,15,21,1,,,1,,,
12/17/16,5.59,0.27,35,23,19.9,25.1,1,,,1,,,
12/18/16,13.87,0.01,23,3,23.9,32,1,,,1,,,
12/19/16,3.13,0,20,-1,12.1,14.1,,,,,,,
12/20/16,5.14,0,35,11,19.9,25.9,,,,,,,
12/21/16,5.59,0,43,19,13,18.1,1,,,,1,,
12/22/16,6.49,0,41,26,16.1,19.9,,,,,,,
12/23/16,4.92,0.14,40,25,14.1,19.9,1,,,,,,
12/24/16,5.14,0.04,44,37,12.1,18.1,1,,,,1,,
12/25/16,6.71,0,48,36,13,17,1,1,,,,,
12/26/16,10.51,0.2,66,42,21.9,32,1,1,,,,,
12/27/16,8.5,0,42,27,21,28,,,,,,,
12/28/16,5.14,0.01,48,22,16.1,33.1,,,,,,,
12/29/16,15.43,0.01,42,33,25.9,36,1,,,,,,
12/30/16,12.3,0,37,28,29.1,40,,,,,,,
12/31/16,10.74,0,46,30,21.9,33.1,,,,,,,
1/1/17,3.58,0,46,21,8.9,13,,,,,,,
1/2/17,4.47,0.72,52,38,13,16.1,1,,1,,1,,
1/3/17,8.5,0.43,52,33,25.1,33.1,1,1,,,,,
1/4/17,15.88,0,33,18,21.9,32,1,,,,,,
1/5/17,8.05,0.01,19,8,15,18.1,,,,,,,
1/6/17,8.72,0,10,3,14.1,19.9,,,,,,,
1/7/17,9.17,0,16,0,16.1,19.9,,,,,,,
1/8/17,6.49,0,20,5,15,19,,,,,,,
1/9/17,9.17,0,36,18,17,23,,,,,,,
1/10/17,14.99,0.37,54,36,35.1,45,1,,1,,,,
1/11/17,8.95,0.14,63,28,25.9,38,1,1,,,,,
1/12/17,12.75,0.45,64,29,23.9,38,1,,1,,,,
1/13/17,7.83,0,32,24,15,18.1,,,,,,,
1/14/17,4.92,0.16,34,30,10.1,12.1,1,,,1,1,,
1/15/17,3.8,0,36,29,8.1,8.9,1,,,,1,,
1/16/17,6.49,0.46,52,35,10.1,15,1,,,,,,
1/17/17,10.29,0.14,58,38,18.1,27.1,1,,,,,,
1/18/17,7.61,0,38,36,17,23,1,,,,,,
1/19/17,6.04,0.64,47,35,13,16.1,1,,,,,,
1/20/17,5.14,0.56,55,45,12.1,17,1,,,,,,
1/21/17,5.82,0,67,47,14.1,19,1,,,,,,
1/22/17,6.26,0,62,42,17,21.9,1,1,,,,,
1/23/17,13.2,0,51,40,21,25.9,1,,,,,,
1/24/17,6.93,0,42,40,15,19.9,,,,,,,
1/25/17,11.41,0,56,38,25.9,36.9,,,,,,,
1/26/17,13.42,0.02,38,31,23.9,32,1,,,,,,
1/27/17,10.51,0.02,32,27,21,34,1,,,,,,
1/28/17,8.72,0,33,23,17,25.9,,,,,,,
1/29/17,9.17,0.04,33,25,16.1,19.9,1,,,,,,
1/30/17,7.16,0,38,17,16.1,21.9,,,,,,,
1/31/17,12.08,0,43,37,23.9,34,,,,,,,
2/1/17,8.05,0,41,32,16.1,21.9,,,,,,,
2/2/17,11.41,0,33,21,19.9,27.1,,,,,,,
2/3/17,8.95,0,29,19,16.1,23.9,,,,,,,
2/4/17,5.37,0,35,13,14.1,19.9,,,,,,,
2/5/17,6.93,0,47,30,17,23,,,,,,,
2/6/17,4.92,0.09,54,26,16.1,25.1,1,,,,,,
2/7/17,12.53,0.25,62,45,23.9,36.9,1,,1,,,,
2/8/17,10.96,0.05,45,26,19.9,27.1,1,1,,,1,,
2/9/17,12.3,0,26,13,23,29.1,,,,,,,
2/10/17,9.62,0,52,14,21,31.1,,,,,,,
2/11/17,6.93,0.03,66,48,15,23,1,,,,,,
2/12/17,13.65,0,59,35,33.1,42.9,1,,,,1,,
2/13/17,4.47,0,48,27,14.1,19,,,,,,,
2/14/17,8.05,0,53,36,17,23.9,,,,,,,
2/15/17,12.08,0,42,31,23,31.1,,,,,,,
2/16/17,6.04,0,47,32,12.1,16.1,,,,,,,
2/17/17,8.05,0,65,41,18.1,23.9,,,,,,,
2/18/17,6.71,0,65,42,13,19.9,,,,,,,
2/19/17,3.36,0,66,45,12.1,16.1,1,,,,1,,
2/20/17,5.59,0,67,38,13,17,1,1,,,1,,
2/21/17,4.25,0,65,52,10.1,15,,,,,,,
2/22/17,4.7,0,68,48,14.1,21,1,1,,,1,,
2/23/17,4.7,0,69,51,12.1,15,1,1,,,,,
2/24/17,10.51,0.33,72,44,23,35.1,1,,1,,,,
2/25/17,13.65,0,44,27,25.9,42.1,1,,,1,,,
2/26/17,6.71,0,47,20,17,27.1,,,,,,,
2/27/17,6.26,0,53,39,14.1,19,,,,,,,
2/28/17,8.28,0.25,65,46,29.1,42.9,1,,1,,,,
3/1/17,16.55,0.42,64,37,32,44.1,1,,1,,,,
3/2/17,14.09,0,41,29,23.9,30,,,,,,,
3/3/17,8.05,0,36,26,18.1,25.1,,,,,,,
3/4/17,10.74,0,47,30,17,25.1,,,,,,,
3/5/17,10.51,0,67,32,23,30,,,,,,,
3/6/17,9.84,0.58,61,51,21.9,32,1,,,,1,,
3/7/17,11.41,0.52,64,41,23,35.1,1,,1,,,,
3/8/17,10.51,0,58,40,30,47,,,,,,,
3/9/17,5.82,0.01,62,32,18.1,23.9,,,,,,,
3/10/17,12.08,0,41,25,21.9,28,,,,,,,
3/11/17,6.71,0,34,23,15,19,,,,,,,
3/12/17,6.49,0,36,21,13,17,,,,,,,
3/13/17,8.5,0.03,32,26,14.1,21.9,1,,,,,,
3/14/17,12.75,0,31,18,23.9,30,,,,,,,
3/15/17,11.41,0,33,18,21,27.1,,,,,,,
3/16/17,4.03,0,42,18,13,15,,,,,,,
3/17/17,6.71,0.05,47,33,14.1,21.9,1,,,,,,
3/18/17,11.41,0,45,37,21.9,28,1,,,,,,
3/19/17,4.92,0,52,35,12.1,14.1,,,,,,,
3/20/17,7.38,0.39,51,40,21,32,1,,1,,,,
3/21/17,9.62,0,58,36,17,23,1,,,,1,,
3/22/17,9.84,0,41,27,16.1,23,,,,,,,
3/23/17,9.17,0,56,28,15,21,,,,,,,
3/24/17,10.96,0,74,51,23,36,,,,,,,
3/25/17,7.61,0.59,75,58,19.9,30,1,,1,,,,
3/26/17,7.61,0.65,65,52,17,21.9,1,,,,,,
3/27/17,5.59,0.27,64,47,13,17,1,,,,,,
3/28/17,8.28,0.01,57,49,15,19,1,,,,,,
3/29/17,12.53,0,60,46,18.1,25.9,1,,,,,,
3/30/17,8.95,0.51,73,52,28,36.9,1,,1,,,,
3/31/17,10.74,0.42,58,39,19.9,25.9,1,,,,,,
4/1/17,6.49,0,57,40,15,19.9,,,,,,,
4/2/17,6.26,0,64,40,15,21.9,,,,,,,
4/3/17,7.16,0.1,70,51,21,29.1,,,1,,,,
4/4/17,10.51,0,61,49,23,29.1,,,,,,,
4/5/17,9.4,0.46,60,47,23,27.1,1,,1,,,,
4/6/17,18.12,0.14,49,37,35.1,47,1,,,,,,
4/7/17,12.75,0,54,35,23.9,30,,,,,,,
4/8/17,5.14,0,66,33,13,19,,,,,,,
4/9/17,10.07,0,77,45,23,33.1,,,,,,,
4/10/17,11.41,0.52,74,60,28,38.9,1,,1,,,,
4/11/17,8.5,0,68,50,16.1,19.9,,,,,,,
4/12/17,4.03,0,67,40,8.9,13,,,,,,,
4/13/17,3.58,0,77,45,12.1,15,,,,,,,
4/14/17,4.03,0.16,80,51,14.1,19,,,1,,,,
4/15/17,8.5,0,81,63,23,34,,,,,,,
4/16/17,8.72,0.03,73,59,23.9,33.1,,,1,,,,
4/17/17,4.92,0,69,51,13,17,,,,,,,
4/18/17,6.93,0,78,45,17,25.9,,,,,,,
4/19/17,6.71,0,81,62,15,23,1,,,,,,
4/20/17,8.72,0.06,79,58,23,30,,,1,,,,
4/21/17,9.62,0,59,46,17,21.9,,,,,,,
4/22/17,10.51,0,58,45,19.9,28,,,,,,,
4/23/17,8.72,0,71,41,17,23.9,,,,,,,
4/24/17,8.72,0,76,50,16.1,21.9,,,,,,,
4/25/17,6.71,0,76,53,15,21.9,,,,,,,
4/26/17,8.05,0,84,62,31.1,38.9,,,1,,,,
4/27/17,9.4,0.06,73,49,21,27.1,1,,,,,,
4/28/17,6.26,1.08,61,46,25.1,30,1,,1,,,,
4/29/17,6.71,1.94,75,57,21.9,28,1,,1,,,,
4/30/17,7.38,0.54,71,57,21.9,29.1,1,,1,,,,
5/1/17,11.86,0.28,68,47,25.1,38,1,,1,,,,
5/2/17,13.2,0.04,61,45,28,44.1,1,,,,,,
5/3/17,6.26,0.4,54,41,13,17,1,,,,,,
5/4/17,11.63,1.82,48,47,21.9,31.1,1,,,,,,
5/5/17,17,0.35,57,44,28,38,1,,,,,,
5/6/17,12.75,0.01,61,43,23.9,34,,,,,,,
5/7/17,8.28,0,61,39,18.1,23,,,,,,,
5/8/17,2.01,0.04,64,36,8.1,12.1,1,,,,,,
5/9/17,6.49,0.92,70,49,16.1,19.9,1,,1,,,,
5/10/17,4.7,0.27,81,54,19.9,32,1,,1,,1,,
5/11/17,6.93,0,65,57,14.1,19,1,,,,,,
5/12/17,6.93,0,70,53,17,23.9,,,,,,,
5/13/17,4.7,0,74,49,13,17,,,,,,,
5/14/17,8.28,0,82,59,19.9,23.9,,,,,,,
5/15/17,3.58,0,83,57,13,16.1,1,,,,1,,
5/16/17,7.61,0,84,57,21.9,29.1,,,,,,,
5/17/17,11.41,0,83,69,23.9,42.1,,,,,,,
5/18/17,10.29,0,86,71,18.1,29.1,,,,,,,
5/19/17,7.16,0.28,79,58,17,23,1,,1,,,,
5/20/17,8.72,0.94,78,54,16.1,21.9,1,,1,,,,
5/21/17,9.4,0.05,74,54,21,27.1,1,,,,,,
5/22/17,4.03,0,71,48,10.1,16.1,,,,,,,
5/23/17,3.13,0,75,56,10.1,14.1,,,,,,,
5/24/17,7.83,0.27,64,59,17,21,1,,,,1,,
5/25/17,12.97,0.45,65,56,21.9,29.1,1,,,,,,
5/26/17,3.58,0.75,78,51,33.1,42.1,1,,1,,,,
5/27/17,4.7,0,77,64,13,14.1,1,,,,,,
5/28/17,5.59,0.21,77,62,14.1,19.9,1,,1,,,,
5/29/17,6.04,0.05,82,56,21.9,25.9,,,1,,,,
5/30/17,5.82,0,75,55,19.9,28,,,,,,,
5/31/17,8.5,0.01,77,58,25.9,35.1,,,1,,,,
6/1/17,3.8,0,79,50,13,15,,,,,,,
6/2/17,2.24,0,83,53,10.1,13,,,,,,,
6/3/17,3.13,0,87,58,13,17,,,,,,,
6/4/17,5.59,0,88,64,14.1,19,,,,,,,
6/5/17,8.05,0,88,68,16.1,23,,,1,,,,
6/6/17,7.61,0,79,57,17,25.1,,,,,,,
6/7/17,8.5,0,73,57,19.9,33.1,,,,,,,
6/8/17,3.8,0,77,54,12.1,17,,,,,,,
6/9/17,6.49,0,84,58,16.1,23,,,,,,,
6/10/17,8.05,0,85,62,17,23.9,,,,,,,
6/11/17,7.61,0,87,65,21,27.1,,,,,,,
6/12/17,4.47,0,91,68,16.1,21.9,,,,,,,
6/13/17,5.59,0.08,85,71,19.9,27.1,1,,1,,,,
6/14/17,6.04,0.83,90,69,21,27.1,1,,1,,,,
6/15/17,4.03,0.31,82,68,12.1,16.1,1,,1,,,,
6/16/17,3.8,0,87,66,14.1,19,1,,,,,,
6/17/17,6.93,0,86,71,16.1,23,1,,,,,,
6/18/17,9.17,0.25,81,68,21,25.9,1,,1,,,,
6/19/17,8.05,0.02,80,61,25.1,35.1,,,1,,,,
6/20/17,6.49,0.05,84,60,25.9,38.9,,,,,,,
6/21/17,4.92,0.12,88,65,12.1,17,1,,,,,,
6/22/17,9.17,0.02,85,72,18.1,27.1,1,,,,,,
6/23/17,6.49,1.88,76,64,21,25.1,1,,1,,,,
6/24/17,8.95,0,76,62,21,27.1,,,,,,,
6/25/17,8.95,0,75,56,19.9,25.9,,,,,,,
6/26/17,7.83,0,73,55,25.1,33.1,,,,,,,
6/27/17,4.03,0,74,52,10.1,14.1,,,,,,,
6/28/17,6.71,0,81,53,16.1,25.1,,,,,,,
6/29/17,8.95,0,88,70,18.1,29.1,,,,,,,
6/30/17,6.71,0.79,85,68,23,28,1,,1,,,,
7/1/17,6.71,0,83,68,15,21.9,1,,,,,,
7/2/17,5.37,0,84,65,16.1,19.9,,,,,,,
7/3/17,2.91,0,88,66,10.1,14.1,,,,,,,
7/4/17,4.92,0,87,68,15,19,1,,,,1,,
7/5/17,3.58,0,86,69,8.1,11,,,,,,,
7/6/17,3.36,0,82,73,12.1,15,,,1,,,,
7/7/17,6.71,0.57,88,67,23,30,1,,1,,,,
7/8/17,6.71,0,79,64,16.1,21,,,,,,,
7/9/17,2.91,0,84,59,12.1,15,1,,,,,,
7/10/17,8.05,0.17,84,72,17,31.1,,,1,,,,
7/11/17,6.71,3,78,69,32,44.1,1,,1,,,,
7/12/17,6.04,0.04,90,71,23.9,32,,,1,,,,
7/13/17,5.82,0.1,86,74,16.1,25.9,1,,1,,,,
7/14/17,7.61,0,83,65,17,23,,,,,,,
7/15/17,4.25,0,80,61,10.1,14.1,,,,,,,
7/16/17,4.47,0,85,65,15,19,,,1,,,,
7/17/17,3.58,0,86,70,8.9,23,,,,,,,
7/18/17,3.8,0,88,69,10.1,14.1,1,,,,,,
7/19/17,3.13,0,89,67,12.1,15,,,,,,,
7/20/17,5.82,0.19,89,73,25.9,36.9,1,,1,,1,,
7/21/17,5.14,0.3,90,72,25.1,36,1,,1,,1,,
7/22/17,6.04,0.01,88,74,23.9,30,,,1,,,,
7/23/17,5.14,0.31,86,71,23,34,1,,1,,,,
7/24/17,7.61,0,82,68,14.1,17,,,,,,,
7/25/17,6.71,0,81,61,14.1,18.1,,,,,,,
7/26/17,4.7,0,86,64,8.1,11,,,,,,,
7/27/17,3.8,0.25,81,74,13,17,1,,,,,,
7/28/17,9.84,0,82,69,19.9,25.1,1,,,,,,
7/29/17,7.61,0,79,59,15,19.9,,,,,,,
7/30/17,5.82,0,84,60,15,23.9,,,,,,,
7/31/17,2.91,0,86,63,8.1,13,,,,,,,
8/1/17,2.91,0.09,84,67,16.1,25.1,,,1,,,,
8/2/17,4.25,0.11,84,66,15,19.9,1,,1,,,,
8/3/17,5.59,0,86,67,16.1,21.9,1,,,,,,
8/4/17,10.74,0.11,76,60,23,29.1,1,,1,,,,
8/5/17,3.36,0,78,55,12.1,16.1,,,,,,,
8/6/17,4.7,0.01,73,65,10.1,15,,,,,,,
8/7/17,6.71,0,79,65,13,16.1,,,,,,,
8/8/17,6.93,0,81,58,15,21,,,,,,,
8/9/17,2.91,0,83,57,14.1,16.1,1,,,,1,,
8/10/17,2.46,0,84,60,12.1,15,,,,,,,
8/11/17,5.82,0.09,83,68,12.1,15,,,1,,,,
8/12/17,6.26,0,80,61,13,18.1,,,,,,,
8/13/17,2.46,0,83,58,8.1,13,,,,,,,
8/14/17,2.91,0,85,62,8.9,17,,,,,,,
8/15/17,3.36,0,88,67,12.1,14.1,,,,,,,
8/16/17,3.8,0,90,67,13,17,1,,,,,,
8/17/17,7.83,0.01,86,74,21.9,27.1,1,,,,,,
8/18/17,7.16,0,84,67,18.1,23.9,,,,,,,
8/19/17,4.25,0,87,67,12.1,14.1,,,,,,,
8/20/17,3.13,0,91,65,10.1,13,,,,,,,
8/21/17,4.03,0.1,90,72,21.9,27.1,1,,1,,,,
8/22/17,8.05,0.08,82,67,17,29.1,1,,1,,,,
8/23/17,7.16,0,79,60,15,19.9,,,,,1,,
8/24/17,3.8,0,79,56,10.1,14.1,1,,,,,,
8/25/17,5.59,0,77,57,12.1,16.1,,,,,,,
8/26/17,4.7,0,79,53,12.1,14.1,,,,,,,
8/27/17,4.47,0,81,57,6.9,,,,,,,,
8/28/17,3.8,0.41,82,57,19.9,25.1,1,,1,,,,
8/29/17,4.03,0,82,63,10.1,15,,,1,,,,
8/30/17,3.58,0,83,62,12.1,16.1,1,,,,1,,
8/31/17,6.93,0,81,62,18.1,25.1,,,,,,,
9/1/17,12.08,0,66,58,23,30,,,,,,,
9/2/17,6.93,0,76,53,14.1,19,,,,,,,
9/3/17,4.25,0,83,61,14.1,18.1,,,,,,,
9/4/17,7.38,0,88,55,21,32,1,,1,,,,
9/5/17,10.96,0,72,58,19.9,29.1,,,,,,,
9/6/17,7.16,0.03,68,49,21,25.9,,,,,,,
9/7/17,4.7,0,70,48,16.1,21,,,,,,,
9/8/17,3.58,0,79,49,10.1,16.1,,,,,,,
9/9/17,7.38,0,74,56,14.1,19,,,,,,,
9/10/17,6.71,0,75,49,16.1,21,,,,,,,
9/11/17,5.82,0,75,50,13,34,,,,,,,
9/12/17,8.72,0,75,57,17,28,,,,,,,
9/13/17,5.82,0.08,67,62,14.1,23,1,,,,,,
9/14/17,2.01,0,76,60,8.1,8.9,1,,,,,,
9/15/17,3.36,0,83,56,8.9,17,1,1,,,,,
9/16/17,3.36,0,87,61,12.1,18.1,,,,,,,
9/17/17,4.25,0,90,64,25.1,33.1,1,,,,,,
9/18/17,2.91,0.16,84,69,13,18.1,1,,1,,,,
9/19/17,3.13,0.22,82,67,10.1,15,1,,,,,,
9/20/17,4.25,0,90,65,12.1,16.1,1,1,,,,,
9/21/17,3.13,0,92,69,10.1,15,1,,,,,,
9/22/17,1.79,0,94,69,13,16.1,1,,1,,,,
9/23/17,2.01,0,92,67,12.1,14.1,1,,,,,,
9/24/17,3.36,0,91,65,14.1,23.9,,,,,,,
9/25/17,1.34,0,91,60,8.9,13,,,,,,,
9/26/17,2.24,0,91,65,8.1,12.1,,,,,,,
9/27/17,8.05,0,80,60,16.1,21.9,,,,,,,
9/28/17,5.82,0,74,53,14.1,21,,,,,,,
9/29/17,7.38,0,78,49,19.9,25.1,,,,,,,
9/30/17,6.93,0,72,50,14.1,19,,,,,,,
10/1/17,6.49,0,74,45,14.1,19.9,,,,,,,
10/2/17,6.71,0,79,57,14.1,21.9,,,,,,,
10/3/17,5.59,0,83,61,17,23.9,,,,,,,
10/4/17,4.7,0.35,78,66,12.1,21.9,1,,1,,,,
10/5/17,2.91,0.88,71,66,8.9,14.1,1,,,,,,
10/6/17,3.8,0.01,76,67,8.9,12.1,,,,,,,
10/7/17,9.62,0.15,84,62,28,34,1,,,,,,
10/8/17,4.47,0.17,70,53,14.1,17,1,,,,,,
10/9/17,2.91,0,73,62,8.1,10.1,1,,,,,,
10/10/17,4.47,0.65,72,58,13,16.1,1,1,,,,,
10/11/17,6.04,0.02,68,57,19.9,25.1,1,,,,,,
10/12/17,2.68,0.01,65,57,8.1,11,1,1,,,,,
10/13/17,2.91,0,73,58,13,16.1,,,,,,,
10/14/17,5.82,0,82,60,14.1,19.9,,,,,,,
10/15/17,12.08,0.28,74,51,25.1,33.1,1,,,,,,
10/16/17,6.26,0,63,45,14.1,17,,,,,,,
10/17/17,4.25,0,67,40,15,21,,,,,,,
10/18/17,4.47,0,69,40,14.1,19.9,1,1,,,,,
10/19/17,3.13,0,75,47,10.1,16.1,,,,,,,
10/20/17,3.8,0,76,47,12.1,17,1,1,,,,,
10/21/17,5.59,0,76,50,15,19,,,,,,,
10/22/17,8.05,0,78,57,18.1,28,,,,,,,
10/23/17,8.28,0.61,68,48,23.9,34,1,,,,,,
10/24/17,9.4,0.08,51,42,16.1,23.9,1,,,,,,
10/25/17,4.92,0.01,50,36,14.1,19.9,,,,,,,
10/26/17,6.04,0,62,32,15,21,1,,,,,,
10/27/17,6.71,0.2,56,36,17,21,1,,,,,,
10/28/17,5.37,,39,36,16.1,21.9,,,,,,,
10/29/17,5.14,0,41,31,12.1,16.1,,,,,,,
10/30/17,6.04,0.01,45,31,14.1,23,,,,,,,
10/31/17,4.25,0,43,34,16.1,21,,,,,,,
11/1/17,4.92,0.53,57,34,13,19,1,,,,,,
11/2/17,6.71,0.23,67,56,14.1,21,1,,,,,,
11/3/17,9.84,0,64,45,18.1,25.1,1,,,,,,
11/4/17,4.92,0,62,43,12.1,16.1,1,,,,,,
11/5/17,8.28,0.3,72,53,21,30,1,,1,,,,
11/6/17,8.95,0,53,46,18.1,25.9,,,,,,,
11/7/17,9.62,0.04,50,43,18.1,25.1,,,,,,,
11/8/17,4.03,0,51,34,10.1,16.1,,,,,,,
11/9/17,8.28,0,55,30,25.1,31.1,,,,,,,
11/10/17,8.95,0,34,26,19.9,23.9,,,,,,,
11/11/17,6.49,0,42,24,13,17,,,,,,,
11/12/17,4.7,0.13,41,32,14.1,17,1,,,,,,
11/13/17,5.14,0,44,33,13,15,1,,,,1,,
11/14/17,5.14,0,51,30,13,18.1,1,1,,,,,
11/15/17,8.05,0.49,50,41,15,23.9,1,,,,,,
11/16/17,8.72,0,44,33,23.9,29.1,,,,,,,
11/17/17,9.84,0.09,49,34,16.1,23,,,,,,,
11/18/17,15.43,1.38,66,39,30,42.1,1,,1,,,,
11/19/17,10.51,0,40,27,23.9,33.1,,,,,,,
11/20/17,7.83,0,51,25,19.9,27.1,,,,,,,
11/21/17,11.41,0.01,53,31,23,32,1,,,,1,,
11/22/17,5.82,0,38,25,13,17,,,,,,,
11/23/17,3.8,0,46,27,12.1,16.1,1,,,,1,,
11/24/17,6.71,0,60,27,18.1,29.1,,,,,,,
11/25/17,11.18,0,55,38,23,35.1,,,,,,,
11/26/17,4.47,0,51,31,13,18.1,,,,,,,
11/27/17,5.14,0,63,32,14.1,19,,,,,,,
11/28/17,8.95,0,65,46,23.9,34,,,,,,,
11/29/17,5.14,0,56,40,14.1,18.1,,,,,,,
11/30/17,4.7,0.05,53,33,16.1,21.9,1,,,,,,
12/1/17,1.57,0,53,30,6.9,10.1,,,,,,,
12/2/17,1.79,0,55,30,10.1,13,,,,,,,
12/3/17,2.91,0,58,29,8.9,14.1,1,,,,,,
12/4/17,10.29,0,65,44,23,36,,,,,,,
12/5/17,12.08,0.15,62,30,30,36.9,1,,1,,,,
12/6/17,9.62,0,42,28,23,33.1,,,,,,,
12/7/17,10.51,0,36,22,21,27.1,,,,,,,
12/8/17,5.82,0,33,13,13,18.1,,,,,,,
12/9/17,13.2,0.01,34,23,25.9,33.1,,,,,,,
12/10/17,8.5,0,38,19,18.1,29.1,,,,,,,
12/11/17,8.72,0,46,20,25.9,35.1,,,,,,,
12/12/17,15.66,0,36,19,25.9,34,1,,,1,1,,
12/13/17,14.76,0,44,18,38,51,,,,,,,
12/14/17,6.93,0,32,23,28,36,,,,,,,
12/15/17,7.61,0,34,24,18.1,25.1,,,,,,,
12/16/17,9.17,0,50,32,16.1,25.9,,,,,,,
12/17/17,4.25,0.04,43,38,8.1,13,,,,,,,
12/18/17,6.93,0,47,41,12.1,19.9,1,,,,,,
12/19/17,6.49,0,48,40,14.1,21,1,,,,1,,
12/20/17,5.59,0,46,31,13,15,,,,,,,
12/21/17,5.37,0,50,28,13,18.1,1,,,,1,,
12/22/17,6.49,0.03,53,39,12.1,16.1,1,,,,,,
12/23/17,7.61,0.5,39,30,15,19.9,1,,,,,,
12/24/17,9.17,0.06,32,19,30,38.9,1,,,,1,,
12/25/17,10.96,0,22,16,21,28,,,,,,,
12/26/17,8.05,0,19,2,14.1,17,,,,,,,
12/27/17,7.61,0,9,-1,14.1,17,,,,,,,
12/28/17,5.37,0,18,3,15,19.9,,,,,,,
12/29/17,5.59,0.12,19,15,17,23,1,1,,,1,,
12/30/17,10.29,0,17,0,21.9,29.1,,,,,1,,
12/31/17,7.16,0.03,9,0,12.1,14.1,,,,,,,
